ParkName,State,partySize,RateType,BookingType,Equipment
Graves Island,NETHERLANDS ,5,Full,CampsitePermit,LT 40ft
Salsman,NS ,3,Full,CampsitePermit,LT 30ft
Graves Island,NS ,4,Full,CampsitePermit,LT 40ft
Whycocomagh,NS ,2,Full,CampsitePermit,Tents
Graves Island,QC ,4,Full,CampsitePermit,LT 20ft
Porters Lake,NS ,4,Full,CampsitePermit,LT 20ft
Graves Island,GERMANY ,1,Full,CampsitePermit,ST
Rissers Beach,NS ,2,Senior,CampsitePermit,LT 20ft
Whycocomagh,GA ,2,Full,CampsitePermit,ST
Mira River,NS ,2,Senior,CampsitePermit,ST
The Islands,NS ,2,Full,CampsitePermit,LT 20ft
Porters Lake,NS ,4,Full,CampsitePermit,LT 30ft
Smileys,NS ,4,Full,CampsitePermit,LT 20ft
Laurie,QC ,6,Full,CampsitePermit,Tents
Graves Island,PE ,3,Full,CampsitePermit,LT 20ft
Porters Lake,NETHERLANDS ,4,Full,CampsitePermit,ST
Laurie,BC ,3,Full,CampsitePermit,Tents
Whycocomagh,NS ,3,Full,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,LT 40ft
Mira River,NS ,3,Senior,CampsitePermit,LT 20ft
Smileys,NS ,3,Full,CampsitePermit,LT 20ft
Battery,ON ,2,Full,CampsitePermit,ST
Whycocomagh,WI ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,3,Full,CampsitePermit,LT 30ft
Cape Chignecto,NB ,2,Full,BackcountryPermit,ST
Blomidon,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,ON ,2,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,1,Full,CampsitePermit,ST
Graves Island,BC ,2,Full,CampsitePermit,LT 20ft
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,QC ,3,Full,CampsitePermit,LT 20ft
Smileys,NS ,2,Senior,CampsitePermit,LT 20ft
Dollar Lake,NS ,3,Full,CampsitePermit,ST
Graves Island,NS ,2,Senior,CampsitePermit,LT 30ft
Mira River,NS ,6,Full,CampsitePermit,ST
Mira River,QC ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,3,Full,CampsitePermit,ST
Battery,NS ,5,Full,CampsitePermit,ST
Dollar Lake,NS ,6,Full,CampsitePermit,ST
Cape Chignecto,ME ,2,Full,BackcountryPermit,ST
Graves Island,ON ,2,Senior,CampsitePermit,LT 40ft
Laurie,NS ,2,Full,CampsitePermit,ST
Blomidon,NS ,2,Full,CampsitePermit,Tents
Mira River,FRANCE ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,3,Full,CampsitePermit,ST
Salsman,NS ,2,Full,CampsitePermit,Tents
Graves Island,NS ,2,Full,CampsitePermit,LT 30ft
Graves Island,NS ,4,Full,CampsitePermit,ST
Five Islands,QC ,2,Senior,CampsitePermit,LT 20ft
Mira River,ON ,2,Full,CampsitePermit,LT 20ft
Amherst Shore,NB ,2,Full,CampsitePermit,ST
Battery,NS ,1,Full,CampsitePermit,ST
Ellenwood Lake,NS ,5,Senior,CampsitePermit,Tents
Dollar Lake,NS ,4,Full,CampsitePermit,ST
Porters Lake,NS ,1,Full,CampsitePermit,ST
Laurie,NS ,4,Full,CampsitePermit,ST
Mira River,NS ,2,Senior,CampsitePermit,LT 40ft
Rissers Beach,QC ,4,Full,CampsitePermit,ST
Caribou Munroes,NS ,4,Full,CampsitePermit,ST
Rissers Beach,GERMANY ,2,Full,CampsitePermit,ST
Battery,NS ,2,Full,CampsitePermit,LT 20ft
Dollar Lake,NS ,5,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 40ft
Rissers Beach,NB ,1,Full,CampsitePermit,ST
Five Islands,NS ,4,Full,CampsitePermit,ST
Graves Island,NH ,2,Senior,CampsitePermit,LT 40ft
Mira River,SWITZERLAND ,3,Full,CampsitePermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Graves Island,NB ,5,Full,CampsitePermit,Tents
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Cape Chignecto,NS ,1,Full,BackcountryPermit,ST
Five Islands,NS ,4,Full,CampsitePermit,ST
Caribou Munroes,ON ,1,Full,CampsitePermit,ST
Mira River,NS ,3,Full,CampsitePermit,ST
Graves Island,ON ,7,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,ST
Five Islands,NS ,3,Full,CampsitePermit,ST
Amherst Shore,NS ,2,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,5,Full,CampsitePermit,Tents
Dollar Lake,NS ,4,Full,CampsitePermit,ST
Five Islands,NS ,3,Full,CampsitePermit,ST
Porters Lake,NS ,4,Full,CampsitePermit,LT 30ft
Mira River,OH ,2,Senior,CampsitePermit,LT 20ft
Whycocomagh,IL ,2,Senior,CampsitePermit,ST
Caribou Munroes,ON ,4,Full,CampsitePermit,LT 30ft
Graves Island,NS ,4,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,LT 30ft
Rissers Beach,ON ,4,Full,CampsitePermit,ST
Caribou Munroes,NS ,4,Full,CampsitePermit,LT 20ft
Salsman,NS ,2,Senior,CampsitePermit,LT 30ft
Caribou Munroes,RI ,2,Full,CampsitePermit,ST
Five Islands,NS ,5,Full,CampsitePermit,ST
Ellenwood Lake,NS ,2,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,LT 40ft
Cape Chignecto,NB ,2,Full,BackcountryPermit,ST
Rissers Beach,NS ,2,Full,CampsitePermit,LT 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,2,Full,CampsitePermit,LT 30ft
Valleyview,NB ,2,Senior,CampsitePermit,ST
Rissers Beach,ON ,3,Full,CampsitePermit,LT 30ft
Battery,ON ,2,Senior,CampsitePermit,LT 30ft
Thomas Raddall,NS ,4,Full,CampsitePermit,ST
Battery,NS ,2,Full,CampsitePermit,ST
Blomidon,NS ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Five Islands,NS ,5,Full,CampsitePermit,ST
Dollar Lake,NS ,2,Full,CampsitePermit,LT 20ft
Blomidon,NS ,5,Full,CampsitePermit,ST
Blomidon,NS ,3,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 20ft
Whycocomagh,CO ,2,Full,CampsitePermit,LT 30ft
Amherst Shore,NB ,2,Full,CampsitePermit,LT 40ft
Mira River,NS ,3,Full,CampsitePermit,LT 30ft
Graves Island,NS ,2,Full,CampsitePermit,LT 20ft
Salsman,NS ,3,Full,CampsitePermit,Tents
Rissers Beach,NS ,4,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 20ft
Smileys,ON ,2,Full,CampsitePermit,LT 20ft
Porters Lake,AB ,1,Full,CampsitePermit,ST
Five Islands,ON ,1,Full,CampsitePermit,LT 20ft
The Islands,NS ,2,Full,CampsitePermit,LT 30ft
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Graves Island,NS ,4,Full,CampsitePermit,ST
Caribou Munroes,QC ,2,Full,CampsitePermit,ST
Blomidon,NS ,1,Full,CampsitePermit,ST
Graves Island,NS ,3,Full,CampsitePermit,Tents
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
Amherst Shore,QC ,1,Full,CampsitePermit,ST
Rissers Beach,NS ,5,Full,CampsitePermit,LT 30ft
Graves Island,NS ,2,Senior,CampsitePermit,LT 40ft
Blomidon,NS ,2,Senior,CampsitePermit,ST
Battery,NS ,4,Full,CampsitePermit,LT 20ft
Caribou Munroes,QC ,4,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,ST
Mira River,NS ,3,Full,CampsitePermit,LT 20ft
Porters Lake,FL ,1,Full,CampsitePermit,ST
Mira River,ON ,2,Full,CampsitePermit,ST
Five Islands,NS ,2,Full,CampsitePermit,ST
Laurie,NS ,2,Senior,CampsitePermit,LT 20ft
Rissers Beach,NS ,4,Full,CampsitePermit,ST
Graves Island,AB ,1,Senior,CampsitePermit,ST
Battery,NS ,2,Full,CampsitePermit,LT 20ft
Porters Lake,ON ,2,Full,CampsitePermit,LT 20ft
Mira River,NS ,2,Full,CampsitePermit,ST
Porters Lake,ON ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,1,Full,CampsitePermit,ST
Blomidon,NS ,3,Full,CampsitePermit,ST
The Islands,QC ,2,Full,CampsitePermit,LT 30ft
Five Islands,NS ,4,Full,CampsitePermit,ST
Mira River,NS ,5,Full,CampsitePermit,LT 40ft
Graves Island,QC ,2,Full,CampsitePermit,ST
Dollar Lake,ON ,4,Full,CampsitePermit,ST
Five Islands,NB ,4,Senior,CampsitePermit,LT 20ft
Mira River,NS ,4,Senior,CampsitePermit,LT 30ft
Graves Island,NS ,4,Full,CampsitePermit,LT 30ft
Dollar Lake,NS ,2,Full,CampsitePermit,LT 20ft
Amherst Shore,NS ,2,Full,CampsitePermit,ST
The Islands,NS ,4,Full,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,ST
Salsman,NS ,3,Senior,CampsitePermit,LT 30ft
Thomas Raddall,NS ,2,Full,CampsitePermit,LT 20ft
Porters Lake,ME ,3,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,ST
Porters Lake,NS ,4,Full,CampsitePermit,LT 20ft
Five Islands,NS ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,2,Full,CampsitePermit,LT 30ft
Dollar Lake,NS ,2,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,ST
Graves Island,NS ,1,Full,CampsitePermit,ST
Mira River,GERMANY ,2,Senior,CampsitePermit,ST
Rissers Beach,MB ,6,FULL,CampsitePermit,ST
Laurie,ON ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,3,Full,CampsitePermit,LT 30ft
Thomas Raddall,NS ,2,Senior,CampsitePermit,LT 20ft
Blomidon,NB ,1,Full,CampsitePermit,ST
Battery,BC ,1,Full,CampsitePermit,ST
Salsman,PA ,4,Full,CampsitePermit,ST
Battery,GERMANY ,1,Full,CampsitePermit,ST
Mira River,ON ,3,Full,CampsitePermit,ST
Porters Lake,NS ,4,Full,CampsitePermit,Tents
Graves Island,NS ,1,Senior,CampsitePermit,LT 20ft
Mira River,NS ,2,Full,CampsitePermit,ST
Whycocomagh,ON ,2,Senior,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,LT 20ft
Graves Island,NS ,2,Full,CampsitePermit,LT 40ft
Blomidon,SWITZERLAND ,4,Full,CampsitePermit,LT 30ft
Ellenwood Lake,ON ,2,Full,CampsitePermit,ST
Amherst Shore,QC ,2,Full,CampsitePermit,ST
Porters Lake,ON ,2,Senior,CampsitePermit,LT 30ft
Dollar Lake,NS ,3,Full,CampsitePermit,Tents
Porters Lake,IN ,2,Full,CampsitePermit,ST
Five Islands,MO ,2,Full,CampsitePermit,LT 20ft
Mira River,NS ,3,Full,CampsitePermit,LT 30ft
Graves Island,NS ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,3,Full,CampsitePermit,ST
Graves Island,NS ,2,Senior,CampsitePermit,LT 30ft
Blomidon,NS ,3,Full,CampsitePermit,ST
Amherst Shore,NS ,6,Full,CampsitePermit,Tents
Graves Island,ON ,2,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,6,Full,CampsitePermit,LT 20ft
Ellenwood Lake,NS ,4,Full,CampsitePermit,LT 30ft
Graves Island,PE ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 20ft
Blomidon,NS ,2,Full,CampsitePermit,ST
Amherst Shore,QC ,1,Full,CampsitePermit,ST
Thomas Raddall,TX ,3,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 30ft
Graves Island,QC ,2,Full,CampsitePermit,ST
Mira River,BC ,1,Senior,CampsitePermit,Tents
Mira River,BC ,2,Senior,CampsitePermit,ST
Rissers Beach,NS ,1,Full,CampsitePermit,ST
Caribou Munroes,BC ,2,Full,CampsitePermit,ST
Thomas Raddall,NS ,1,Full,CampsitePermit,ST
Laurie,NS ,4,Full,CampsitePermit,ST
Blomidon,NS ,6,Full,CampsitePermit,Tents
Ellenwood Lake,NS ,2,Veteran,CampsitePermit,ST
Rissers Beach,NS ,3,Full,CampsitePermit,ST
Caribou Munroes,NS ,1,Full,CampsitePermit,Tents
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,ST
Porters Lake,NS ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,4,Veteran,CampsitePermit,LT 20ft
Graves Island,NS ,6,Full,CampsitePermit,Tents
Battery,ON ,2,Senior,CampsitePermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,LT 20ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,ST
Thomas Raddall,NS ,2,Senior,CampsitePermit,LT 40ft
Porters Lake,NS ,2,Veteran,CampsitePermit,LT 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 20ft
Porters Lake,NS ,2,Full,CampsitePermit,ST
Porters Lake,ON ,4,Full,CampsitePermit,LT 30ft
Porters Lake,NS ,3,Full,CampsitePermit,ST
Mira River,MD ,4,Full,CampsitePermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Mira River,UK,4,Full,CampsitePermit,LT 20ft
Caribou Munroes,ON ,2,Full,CampsitePermit,ST
Graves Island,ON ,4,Full,CampsitePermit,LT 30ft
Dollar Lake,NETHERLANDS ,2,Full,CampsitePermit,ST
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,QC ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Mira River,NS ,3,Full,CampsitePermit,LT 30ft
Amherst Shore,NB ,4,Full,CampsitePermit,Tents
Rissers Beach,NS ,2,Senior,CampsitePermit,LT 30ft
Mira River,QC ,2,Full,CampsitePermit,ST
Porters Lake,NS ,4,Full,CampsitePermit,Tents
Mira River,NS ,2,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Laurie,NS ,2,Full,CampsitePermit,Tents
Graves Island,BC ,1,Full,CampsitePermit,ST
Laurie,NS ,3,Full,CampsitePermit,Tents
Whycocomagh,AB ,1,Senior,CampsitePermit,ST
Amherst Shore,QC ,2,Full,CampsitePermit,ST
Laurie,ON ,5,Full,CampsitePermit,Tents
Laurie,NS ,2,Full,CampsitePermit,ST
Porters Lake,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,QC ,2,Full,CampsitePermit,ST
Caribou Munroes,AZ ,2,Senior,CampsitePermit,LT 30ft
Whycocomagh,CA ,2,Senior,CampsitePermit,ST
Whycocomagh,BC ,2,Full,CampsitePermit,LT 20ft
Caribou Munroes,VA ,2,Full,CampsitePermit,ST
Ellenwood Lake,ON ,2,Full,CampsitePermit,LT 20ft
Graves Island,CT ,1,Full,CampsitePermit,ST
Blomidon,MA ,2,Full,CampsitePermit,ST
Smileys,NS ,5,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 30ft
Ellenwood Lake,CT ,4,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,LT 30ft
Thomas Raddall,NS ,4,Full,CampsitePermit,Tents
Porters Lake,NS ,3,Full,CampsitePermit,LT 40ft
Laurie,ON ,2,Full,CampsitePermit,LT 20ft
Cape Chignecto,NB ,1,Full,BackcountryPermit,ST
Cape Chignecto,NB ,2,Full,BackcountryPermit,ST
Ellenwood Lake,NS ,1,Full,CampsitePermit,ST
Battery,DENMARK ,2,Full,CampsitePermit,ST
Thomas Raddall,NS ,4,Full,CampsitePermit,ST
Whycocomagh,ON ,2,Full,CampsitePermit,ST
Ellenwood Lake,NS ,6,Full,CampsitePermit,LT 20ft
Dollar Lake,NS ,3,Full,CampsitePermit,ST
Whycocomagh,QC ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,3,Full,CampsitePermit,LT 30ft
Battery,BC ,2,Senior,CampsitePermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,LT 20ft
Salsman,NS ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,6,Full,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,LT 30ft
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Mira River,QC ,2,Full,CampsitePermit,ST
Cape Chignecto,NB ,2,Full,BackcountryPermit,ST
Blomidon,NS ,2,Full,CampsitePermit,ST
The Islands,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,NB ,4,Senior,CampsitePermit,ST
Rissers Beach,NJ ,1,Senior,CampsitePermit,LT 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,LT 20ft
Five Islands,NS ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,3,Full,CampsitePermit,ST
Mira River,NS ,6,Full,CampsitePermit,Tents
Whycocomagh,AZ ,2,Senior,CampsitePermit,LT 20ft
Rissers Beach,GERMANY ,4,Full,CampsitePermit,ST
Amherst Shore,ON ,2,Full,CampsitePermit,ST
Graves Island,NS ,1,Full,CampsitePermit,ST
Rissers Beach,ON ,2,Full,CampsitePermit,LT 30ft
Ellenwood Lake,NL ,2,Full,CampsitePermit,ST
Mira River,NS ,2,Senior,CampsitePermit,LT 20ft
Rissers Beach,NB ,2,Senior,CampsitePermit,LT 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,LT 40ft
Five Islands,NS ,2,Full,CampsitePermit,ST
Blomidon,NS ,3,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,LT 20ft
Five Islands,GERMANY ,2,Full,CampsitePermit,ST
Blomidon,NC ,3,Full,CampsitePermit,LT 20ft
Mira River,NS ,3,Full,CampsitePermit,ST
The Islands,NS ,2,Full,CampsitePermit,LT 40ft
Mira River,NS ,4,Full,CampsitePermit,LT 30ft
Cape Chignecto,NS ,2,Full,BackcountryPermit,ST
Rissers Beach,NS ,2,Full,CampsitePermit,ST
Laurie,NS ,2,Full,CampsitePermit,LT 30ft
The Islands,NS ,4,Full,CampsitePermit,LT 30ft
Caribou Munroes,ON ,3,Full,CampsitePermit,ST
Five Islands,ON ,4,Full,CampsitePermit,ST
Laurie,NS ,4,Full,CampsitePermit,ST
Mira River,GERMANY ,2,Full,CampsitePermit,LT 20ft
Dollar Lake,QC ,2,Full,CampsitePermit,LT 30ft
Porters Lake,NS ,2,Full,CampsitePermit,ST
Whycocomagh,AUSTRIA ,2,Senior,CampsitePermit,LT 20ft
The Islands,NS ,4,Full,CampsitePermit,Tents
Dollar Lake,NS ,4,Veteran,CampsitePermit,LT 20ft
Blomidon,OH ,2,Full,CampsitePermit,ST
Five Islands,GA ,2,Senior,CampsitePermit,ST
Graves Island,MB ,2,Full,CampsitePermit,ST
Blomidon,GERMANY ,4,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,3,Full,CampsitePermit,ST
Laurie,NS ,4,Full,CampsitePermit,Tents
Rissers Beach,NS ,2,FULL,CampsitePermit,LT 20ft
Caribou Munroes,ON ,1,Full,CampsitePermit,ST
Five Islands,NS ,6,Full,CampsitePermit,ST
Caribou Munroes,NS ,4,Full,CampsitePermit,LT 20ft
Mira River,QC ,2,Full,CampsitePermit,ST
Mira River,QC ,2,Full,CampsitePermit,ST
Dollar Lake,NB ,2,Full,CampsitePermit,ST
Smileys,NS ,2,Full,CampsitePermit,LT 20ft
Mira River,NS ,4,Full,CampsitePermit,LT 20ft
The Islands,NS ,3,Full,CampsitePermit,ST
Cape Chignecto,NS ,3,Full,BackcountryPermit,ST
Dollar Lake,NS ,3,Full,CampsitePermit,LT 20ft
The Islands,BC ,2,Senior,CampsitePermit,LT 30ft
Thomas Raddall,NS ,5,Full,CampsitePermit,ST
Graves Island,BC ,2,Full,CampsitePermit,LT 20ft
Graves Island,NS ,4,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,ST
Blomidon,NS ,4,Full,CampsitePermit,LT 30ft
Blomidon,GERMANY ,1,Full,CampsitePermit,ST
Five Islands,NS ,2,Full,CampsitePermit,ST
Whycocomagh,NS ,2,Full,YurtPermit,Tents
Graves Island,NS ,4,Full,CampsitePermit,LT 20ft
Blomidon,NS ,2,Full,CampsitePermit,ST
Five Islands,ON ,2,Full,CampsitePermit,ST
Porters Lake,QC ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,4,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Senior,CampsitePermit,LT 30ft
The Islands,ON ,2,Full,CampsitePermit,ST
Blomidon,QC ,1,Full,CampsitePermit,ST
Valleyview,NS ,2,Senior,CampsitePermit,ST
Five Islands,QC ,2,Full,CampsitePermit,LT 20ft
Laurie,NS ,2,Full,CampsitePermit,ST
Blomidon,NS ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 20ft
Five Islands,NS ,3,Full,CampsitePermit,Tents
Cape Chignecto,NB ,2,Full,BackcountryPermit,ST
Amherst Shore,NS ,2,Full,CampsitePermit,LT 40ft
Thomas Raddall,NS ,6,Full,CampsitePermit,Tents
Graves Island,NS ,4,Full,CampsitePermit,Tents
Thomas Raddall,NS ,5,Full,CampsitePermit,ST
Graves Island,NS ,2,Host,CampsitePermit,LT 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,LT 40ft
Graves Island,NS ,4,Full,CampsitePermit,LT 40ft
Cape Chignecto,NS ,2,Full,BackcountryPermit,ST
Ellenwood Lake,PE ,3,Senior,CampsitePermit,LT 20ft
Caribou Munroes,QC ,6,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,2,Senior,CampsitePermit,LT 20ft
Blomidon,CT ,4,Full,CampsitePermit,ST
Dollar Lake,NS ,4,Full,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,ST
Graves Island,QC ,6,Full,CampsitePermit,LT 20ft
Porters Lake,ON ,6,Full,CampsitePermit,LT 40ft
Thomas Raddall,NS ,4,Full,CampsitePermit,Tents
Mira River,OH ,2,Senior,CampsitePermit,ST
Porters Lake,NS ,2,Senior,CampsitePermit,LT 20ft
Amherst Shore,ON ,2,Full,CampsitePermit,ST
Mira River,NS ,2,Host,CampsitePermit,ST
Five Islands,VT ,2,Full,CampsitePermit,ST
Salsman,NS ,6,Full,CampsitePermit,Tents
Battery,NS ,3,Full,CampsitePermit,ST
Dollar Lake,NS ,5,Full,CampsitePermit,Tents
The Islands,NS ,2,Veteran,CampsitePermit,ST
Thomas Raddall,NS ,4,Full,CampsitePermit,LT 30ft
The Islands,QC ,3,Full,CampsitePermit,LT 30ft
Blomidon,NS ,2,Full,CampsitePermit,Tents
Smileys,NS ,3,Full,CampsitePermit,LT 40ft
Whycocomagh,QC ,1,Full,CampsitePermit,ST
Mira River,NS ,3,Full,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 30ft
The Islands,NS ,3,Full,CampsitePermit,LT 40ft
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Smileys,NS ,2,Full,CampsitePermit,ST
Mira River,NS ,2,Senior,CampsitePermit,LT 30ft
Blomidon,NS ,2,Senior,CampsitePermit,LT 30ft
Five Islands,QC ,2,Full,CampsitePermit,LT 20ft
Blomidon,NS ,4,Full,CampsitePermit,ST
Caribou Munroes,NB ,2,Senior,CampsitePermit,LT 20ft
The Islands,ON ,2,Full,CampsitePermit,LT 20ft
Mira River,ON ,2,Senior,CampsitePermit,LT 20ft
Whycocomagh,AZ ,1,Senior,CampsitePermit,ST
Amherst Shore,ON ,5,Full,CampsitePermit,ST
Mira River,AB ,1,Full,CampsitePermit,ST
Blomidon,ON ,2,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,5,Full,CampsitePermit,ST
Battery,QC ,2,Full,CampsitePermit,ST
Mira River,ON ,3,Full,CampsitePermit,LT 20ft
Whycocomagh,ON ,5,Full,CampsitePermit,LT 20ft
Mira River,QC ,2,Full,CampsitePermit,ST
Smileys,NS ,4,Full,CampsitePermit,Tents
Amherst Shore,ON ,2,Senior,CampsitePermit,ST
Boylston,GERMANY ,2,Full,CampsitePermit,LT 20ft
Mira River,NS ,2,FULL,CampsitePermit,LT 30ft
Porters Lake,NS ,2,Full,CampsitePermit,ST
Five Islands,NS ,2,Full,CampsitePermit,LT 40ft
Porters Lake,OR ,1,Senior,CampsitePermit,LT 20ft
Five Islands,QC ,6,Senior,CampsitePermit,ST
Rissers Beach,ME ,2,Full,CampsitePermit,ST
The Islands,NS ,1,Full,CampsitePermit,ST
Mira River,QC ,2,Senior,CampsitePermit,ST
Graves Island,WI ,3,Full,CampsitePermit,ST
Battery,GERMANY ,2,Full,CampsitePermit,LT 20ft
Porters Lake,NS ,4,Full,CampsitePermit,LT 20ft
Smileys,NS ,4,Full,CampsitePermit,LT 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,ST
Porters Lake,BC ,2,Full,CampsitePermit,ST
Caribou Munroes,QC ,2,Full,CampsitePermit,ST
Caribou Munroes,VT ,3,Senior,CampsitePermit,ST
Rissers Beach,NS ,6,Full,CampsitePermit,LT 40ft
Caribou Munroes,NH ,2,Senior,CampsitePermit,ST
Blomidon,ON ,2,Full,CampsitePermit,ST
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Caribou Munroes,NS ,4,Full,CampsitePermit,LT 20ft
Cape Chignecto,NS ,2,Veteran,BackcountryPermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,LT 30ft
Dollar Lake,NS ,2,Full,CampsitePermit,ST
Amherst Shore,AUSTRALIA ,2,Full,CampsitePermit,ST
Ellenwood Lake,NS ,2,Full,CampsitePermit,ST
Laurie,ON ,2,Full,CampsitePermit,LT 20ft
Rissers Beach,NS ,3,Full,CampsitePermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Graves Island,NS ,2,Full,CampsitePermit,LT 20ft
Cape Chignecto,NS ,1,Full,BackcountryPermit,ST
Caribou Munroes,NS ,5,Full,CampsitePermit,ST
Caribou Munroes,NS ,2,Full,CampsitePermit,ST
Salsman,NS ,2,Full,CampsitePermit,LT 30ft
Cape Chignecto,NS ,1,Full,BackcountryPermit,ST
Graves Island,NS ,4,Full,CampsitePermit,Tents
Caribou Munroes,QC ,2,Senior,CampsitePermit,LT 20ft
Whycocomagh,NS ,2,Veteran,CampsitePermit,LT 30ft
Graves Island,ON ,2,Full,CampsitePermit,Tents
Amherst Shore,NS ,3,Full,CampsitePermit,LT 20ft
Mira River,NS ,4,Full,CampsitePermit,ST
Porters Lake,NS ,1,Full,CampsitePermit,ST
Thomas Raddall,NS ,2,Full,CampsitePermit,ST
Rissers Beach,NS ,4,Full,CampsitePermit,LT 20ft
Whycocomagh,ON ,6,Senior,CampsitePermit,Tents
Thomas Raddall,QC ,2,Full,CampsitePermit,ST
Amherst Shore,NS ,2,Senior,CampsitePermit,LT 20ft
Rissers Beach,NS ,1,Full,CampsitePermit,ST
Smileys,NS ,5,Full,CampsitePermit,LT 40ft
Mira River,NS ,6,Full,CampsitePermit,LT 40ft
Dollar Lake,NS ,4,Full,CampsitePermit,ST
