ParkName,State,partySize,RateType,BookingType,Equipment
Smileys,SK ,1,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Single Tent
Battery,GERMANY ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,QC ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,1,Full,CampsitePermit,Single Tent
Valleyview,QC ,3,Full,CampsitePermit,Less than 30ft
Mira River,AB ,2,Senior,CampsitePermit,Greater than 40ft
Blomidon,QC ,2,Full,CampsitePermit,Single Tent
The Islands,NS ,4,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Senior,CampsitePermit,Less than 40ft
Dollar Lake,NB ,6,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,BC ,3,Full,CampsitePermit,Tents
Mira River,NS ,3,Full,CampsitePermit,Less than 40ft
The Islands,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Tents
Caribou Munroes,ON ,3,Full,CampsitePermit,Single Tent
The Islands,ON ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,4,Full,CampsitePermit,Less than 20ft
Battery,SK ,2,Senior,CampsitePermit,Single Tent
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,3,Full,CampsitePermit,Single Tent
Graves Island,AR ,1,Senior,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,6,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NC ,2,Senior,CampsitePermit,Single Tent
Caribou Munroes,NB ,2,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,2,Senior,CampsitePermit,Tents
Caribou Munroes,ON ,2,Full,CampsitePermit,Single Tent
Amherst Shore,ME ,2,Senior,CampsitePermit,Less than 20ft
Porters Lake,NS ,4,Full,CampsitePermit,Tents
Smileys,OH ,2,Full,CampsitePermit,Single Tent
Blomidon,NY ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,QC ,2,Full,CampsitePermit,Single Tent
Amherst Shore,NS ,4,Full,CampsitePermit,Less than 20ft
Porters Lake,NB ,4,Senior,CampsitePermit,Single Tent
Amherst Shore,NS ,2,Veteran,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Cape Chignecto,CT ,1,Full,BackcountryPermit,Single Tent
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Salsman,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Mira River,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,6,Full,CampsitePermit,Tents
Caribou Munroes,ME ,2,Full,CampsitePermit,Single Tent
Blomidon,ON ,1,Full,CampsitePermit,Single Tent
Graves Island,NS ,5,Full,CampsitePermit,Tents
Caribou Munroes,NS ,2,Full,CampsitePermit,Tents
Rissers Beach,NS ,4,Full,CampsitePermit,Tents
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Ellenwood Lake,NB ,3,Full,CampsitePermit,Less than 20ft
Mira River,NS ,4,Full,CampsitePermit,Less than 20ft
Boylston,NS ,4,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Cape Chignecto,NS ,1,Full,BackcountryPermit,Single Tent
Smileys,NS ,4,Full,CampsitePermit,Less than 20ft
Ellenwood Lake,NS ,3,Full,CampsitePermit,Less than 30ft
Porters Lake,QC ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,6,Full,CampsitePermit,Less than 30ft
Caribou Munroes,AB ,2,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Boylston,ON ,2,Full,CampsitePermit,Single Tent
Five Islands,VT ,4,Full,CampsitePermit,Tents
Graves Island,NS ,3,Full,CampsitePermit,Less than 40ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,ON ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Less than 20ft
Amherst Shore,ON ,2,Full,CampsitePermit,Single Tent
Blomidon,QC ,2,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,TN ,4,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,6,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,4,Full,CampsitePermit,Greater than 40ft
The Islands,NS ,4,Full,CampsitePermit,Less than 20ft
Whycocomagh,BC ,2,Senior,CampsitePermit,Less than 20ft
Blomidon,UK,2,Full,CampsitePermit,Single Tent
Five Islands,NS ,3,Full,CampsitePermit,Single Tent
Cape Chignecto,NS ,1,Full,BackcountryPermit,Single Tent
Laurie,QC ,2,Full,CampsitePermit,Single Tent
Rissers Beach,ON ,2,Senior,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Mira River,ON ,2,Full,CampsitePermit,Single Tent
Cape Chignecto,NS ,1,Full,BackcountryPermit,Single Tent
Battery,PE ,2,Senior,CampsitePermit,Single Tent
Mira River,ON ,2,Senior,CampsitePermit,Single Tent
Caribou Munroes,NS ,3,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Tents
Laurie,FRANCE ,3,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Less than 30ft
Amherst Shore,UT ,2,Full,CampsitePermit,Less than 30ft
The Islands,NS ,3,Full,CampsitePermit,Less than 20ft
Thomas Raddall,RI ,2,Senior,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,MD ,2,Senior,CampsitePermit,Less than 40ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NH ,2,Full,CampsitePermit,Less than 30ft
Boylston,GERMANY ,1,Senior,CampsitePermit,Less than 20ft
Five Islands,NS ,2,Full,CampsitePermit,Tents
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 40ft
Mira River,NS ,2,Full,CampsitePermit,Less than 20ft
Laurie,NS ,2,Senior,CampsitePermit,Less than 40ft
Mira River,NS ,3,Full,CampsitePermit,Less than 40ft
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Laurie,NS ,2,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,3,Full,CampsitePermit,Single Tent
Mira River,ON ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,1,Full,CampsitePermit,Single Tent
Five Islands,ON ,2,Full,CampsitePermit,Single Tent
Battery,IN ,2,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,ON ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,MA ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 40ft
Porters Lake,NS ,2,Veteran,CampsitePermit,Less than 40ft
Whycocomagh,OK ,2,Full,CampsitePermit,Single Tent
Five Islands,RI ,2,Full,CampsitePermit,Less than 20ft
Amherst Shore,NB ,2,Full,CampsitePermit,Single Tent
The Islands,NC ,2,Senior,CampsitePermit,Less than 30ft
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent
Battery,NS ,4,Full,CampsitePermit,Single Tent
Amherst Shore,PE ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Amherst Shore,RI ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,4,Full,CampsitePermit,Tents
Mira River,MD ,1,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 30ft
Five Islands,QC ,2,Senior,CampsitePermit,Single Tent
Thomas Raddall,NS ,5,Full,CampsitePermit,Single Tent
Caribou Munroes,BC ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Porters Lake,ON ,2,Senior,CampsitePermit,Less than 20ft
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Caribou Munroes,VA ,2,Full,CampsitePermit,Single Tent
Mira River,NB ,2,Full,CampsitePermit,Less than 40ft
Porters Lake,NS ,1,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,ON ,5,Senior,CampsitePermit,Tents
Mira River,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent
Laurie,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,MA ,2,Senior,CampsitePermit,Single Tent
Porters Lake,NS ,3,Full,CampsitePermit,Less than 20ft
Porters Lake,NV ,3,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,3,Full,CampsitePermit,Tents
Dollar Lake,NS ,5,Full,CampsitePermit,Tents
Amherst Shore,ME ,6,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 20ft
Valleyview,NS ,2,Full,CampsitePermit,Single Tent
Amherst Shore,NS ,4,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,5,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 20ft
Mira River,NS ,2,Senior,CampsitePermit,Less than 20ft
Blomidon,PE ,6,Full,CampsitePermit,Single Tent
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent
Thomas Raddall,ON ,1,Full,CampsitePermit,Single Tent
Mira River,QC ,1,Full,CampsitePermit,Single Tent
Mira River,NS ,6,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,4,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Senior,CampsitePermit,Less than 30ft
Porters Lake,NS ,1,Full,CampsitePermit,Less than 30ft
Battery,GERMANY ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,6,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,GERMANY ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,6,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft
Salsman,NS ,1,Senior,CampsitePermit,Less than 40ft
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Battery,BC ,2,Senior,CampsitePermit,Single Tent
Graves Island,SWITZERLAND ,1,Full,CampsitePermit,Single Tent
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Single Tent
Salsman,NS ,2,Full,CampsitePermit,Less than 30ft
Mira River,QC ,2,Full,CampsitePermit,Less than 20ft
Laurie,BC ,4,Full,CampsitePermit,Less than 30ft
Graves Island,PE ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Less than 20ft
Mira River,NS ,5,Full,CampsitePermit,Less than 30ft
Mira River,FL ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 30ft
Mira River,NS ,4,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,5,Full,CampsitePermit,Tents
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,BC ,2,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Senior,CampsitePermit,Less than 20ft
Cape Chignecto,NB ,2,Full,BackcountryPermit,Single Tent
Five Islands,NS ,1,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,3,Full,CampsitePermit,Single Tent
Porters Lake,NS ,2,Veteran,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,NV ,2,Senior,CampsitePermit,Less than 20ft
Mira River,QC ,3,Full,CampsitePermit,Single Tent
Five Islands,NB ,4,Senior,CampsitePermit,Single Tent
Laurie,ON ,3,Full,CampsitePermit,Less than 20ft
Caribou Munroes,QC ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,4,Full,CampsitePermit,Tents
Salsman,QC ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent
Cape Chignecto,NS ,1,Full,BackcountryPermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,1,Full,CampsitePermit,Single Tent
Valleyview,NS ,5,Full,CampsitePermit,Single Tent
Blomidon,NS ,3,Full,CampsitePermit,Tents
Caribou Munroes,NS ,4,Full,CampsitePermit,Tents
Cape Chignecto,NS ,4,Full,BackcountryPermit,Single Tent
Mira River,VT ,2,Senior,CampsitePermit,Less than 20ft
Amherst Shore,ON ,2,Full,CampsitePermit,Less than 20ft
Blomidon,SWITZERLAND ,4,Full,CampsitePermit,Less than 30ft
Porters Lake,NS ,4,Full,CampsitePermit,Less than 30ft
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Amherst Shore,NS ,4,Full,CampsitePermit,Single Tent
Blomidon,NS ,1,Full,CampsitePermit,Single Tent
Graves Island,BC ,1,Full,CampsitePermit,Single Tent
Salsman,NS ,4,Full,CampsitePermit,Tents
Graves Island,NS ,1,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Amherst Shore,AL ,2,Senior,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Boylston,NS ,2,Full,CampsitePermit,Less than 40ft
Graves Island,NS ,4,Full,CampsitePermit,Less than 20ft
Mira River,AB ,2,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,5,Full,CampsitePermit,Less than 20ft
Mira River,ON ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Laurie,ON ,6,Full,CampsitePermit,Tents
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Amherst Shore,ON ,3,Full,CampsitePermit,Single Tent
Mira River,ON ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Senior,CampsitePermit,Less than 40ft
Amherst Shore,NL ,3,Full,CampsitePermit,Tents
Boylston,GERMANY ,2,Full,CampsitePermit,Single Tent
Blomidon,ON ,4,Full,CampsitePermit,Single Tent
Whycocomagh,ON ,2,Senior,CampsitePermit,Less than 20ft
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Battery,NY ,2,Full,CampsitePermit,Single Tent
Whycocomagh,CA ,2,Full,CampsitePermit,Less than 30ft
Battery,MA ,2,Full,CampsitePermit,Single Tent
Blomidon,ON ,2,Senior,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Less than 40ft
Rissers Beach,NS ,1,Senior,CampsitePermit,Single Tent
Salsman,GERMANY ,2,Full,CampsitePermit,Less than 20ft
Amherst Shore,QC ,2,Full,CampsitePermit,Single Tent
Blomidon,NH ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft
Graves Island,ON ,1,Full,CampsitePermit,Single Tent
Mira River,NB ,3,Senior,CampsitePermit,Less than 30ft
Battery,PA ,3,Senior,CampsitePermit,Less than 30ft
Five Islands,NB ,4,Senior,CampsitePermit,Less than 20ft
Cape Chignecto,NB ,4,Full,BackcountryPermit,Single Tent
Graves Island,ON ,2,Senior,CampsitePermit,Less than 40ft
Caribou Munroes,FL ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,4,Full,CampsitePermit,Tents
Caribou Munroes,NS ,3,Full,CampsitePermit,Single Tent
Mira River,NS ,3,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft
Valleyview,ON ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Mira River,NS ,3,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Tents
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent
Graves Island,QC ,2,Full,CampsitePermit,Single Tent
Valleyview,ON ,4,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,1,Full,CampsitePermit,Single Tent
The Islands,QC ,1,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft
Smileys,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Single Tent
Mira River,NS ,3,Full,CampsitePermit,Single Tent
Laurie,NS ,4,Full,CampsitePermit,Tents
Thomas Raddall,NS ,2,Senior,CampsitePermit,Less than 30ft
Porters Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Amherst Shore,WA ,1,Full,CampsitePermit,Single Tent
The Islands,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Single Tent
Battery,GERMANY ,3,Full,CampsitePermit,Single Tent
Laurie,NS ,3,Full,CampsitePermit,Less than 30ft
Valleyview,AB ,1,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Less than 40ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft
Battery,IL ,1,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 30ft
Porters Lake,ON ,2,Full,CampsitePermit,Single Tent
Amherst Shore,QC ,2,Senior,CampsitePermit,Single Tent
Whycocomagh,SWITZERLAND ,2,Full,CampsitePermit,Less than 20ft
Graves Island,BC ,1,Full,CampsitePermit,Single Tent
Battery,NS ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Single Tent
Blomidon,QC ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,3,Full,CampsitePermit,Tents
Mira River,ON ,2,Senior,CampsitePermit,Single Tent
Whycocomagh,ON ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft
Mira River,NS ,3,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Full,CampsitePermit,Less than 20ft
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent
Blomidon,AB ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Tents
Laurie,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Amherst Shore,NS ,2,Senior,CampsitePermit,Less than 20ft
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Blomidon,NS ,6,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft
Ellenwood Lake,NS ,2,Senior,CampsitePermit,Less than 30ft
Caribou Munroes,QC ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,6,Full,CampsitePermit,Less than 20ft
Porters Lake,GERMANY ,2,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,6,Full,CampsitePermit,Tents
Thomas Raddall,NS ,4,Full,CampsitePermit,Single Tent
Whycocomagh,ON ,2,Senior,CampsitePermit,Less than 20ft
Graves Island,GERMANY ,4,Full,CampsitePermit,Less than 30ft
Valleyview,NS ,5,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,QC ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Amherst Shore,NS ,4,Full,CampsitePermit,Tents
Boylston,NS ,2,Full,CampsitePermit,Single Tent
Amherst Shore,NV ,1,Senior,CampsitePermit,Less than 20ft
Battery,GERMANY ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,3,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,6,Full,CampsitePermit,Tents
Caribou Munroes,NS ,6,Full,CampsitePermit,Less than 20ft
Whycocomagh,DENMARK ,1,Full,CampsitePermit,Less than 30ft
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 20ft
Mira River,QC ,1,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,3,Full,CampsitePermit,Less than 20ft
The Islands,ON ,1,Full,CampsitePermit,Single Tent
Laurie,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Valleyview,AUSTRALIA ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Mira River,NS ,6,Full,CampsitePermit,Less than 30ft
Five Islands,ON ,1,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Full,CampsitePermit,Less than 20ft
Laurie,NS ,3,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,5,Full,CampsitePermit,Tents
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 40ft
Ellenwood Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,7,Full,CampsitePermit,Single Tent
The Islands,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,QC ,1,Full,CampsitePermit,Single Tent
Mira River,GERMANY ,2,Full,CampsitePermit,Less than 30ft
The Islands,NS ,3,Full,CampsitePermit,Single Tent
Graves Island,NS ,4,Full,CampsitePermit,Tents
Whycocomagh,QC ,2,Full,CampsitePermit,Less than 20ft
Whycocomagh,NY ,2,Senior,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,3,Full,CampsitePermit,Single Tent
Thomas Raddall,MI ,1,Full,CampsitePermit,Single Tent
Battery,NETHERLANDS ,2,Full,CampsitePermit,Single Tent
Smileys,NB ,2,Full,CampsitePermit,Single Tent
Blomidon,AUSTRIA ,1,Full,CampsitePermit,Less than 30ft
The Islands,NB ,2,Full,CampsitePermit,Less than 30ft
Ellenwood Lake,NS ,3,Full,CampsitePermit,Single Tent
Whycocomagh,QC ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,5,Full,CampsitePermit,Less than 40ft
Mira River,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 20ft
Smileys,NS ,5,Full,CampsitePermit,Tents
Blomidon,NS ,3,Full,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Tents
Mira River,NS ,3,Full,CampsitePermit,Less than 20ft
Blomidon,UT ,2,Senior,CampsitePermit,Less than 20ft
Mira River,QC ,2,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,2,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,1,Senior,CampsitePermit,Single Tent
Five Islands,MO ,2,Senior,CampsitePermit,Less than 20ft
Porters Lake,SC ,2,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,5,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Mira River,MA ,3,Full,CampsitePermit,Single Tent
Amherst Shore,QC ,1,Full,CampsitePermit,Single Tent
Salsman,NS ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,1,Full,CampsitePermit,Single Tent
Five Islands,QC ,3,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 20ft
Cape Chignecto,PE ,1,Full,BackcountryPermit,Cabin
Cape Chignecto,NS ,1,Full,BackcountryPermit,Single Tent
Caribou Munroes,NS ,3,Full,CampsitePermit,Less than 20ft
Amherst Shore,GERMANY ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,6,Full,CampsitePermit,Tents
Dollar Lake,NS ,6,Full,CampsitePermit,Tents
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Battery,NY ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,3,Full,CampsitePermit,Single Tent
Laurie,NS ,4,Full,CampsitePermit,Tents
Dollar Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Amherst Shore,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,QC ,2,Full,CampsitePermit,Single Tent
Mira River,QC ,3,Full,CampsitePermit,Single Tent
Thomas Raddall,QC ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Whycocomagh,ON ,6,Full,CampsitePermit,Single Tent
Porters Lake,ON ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NY ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,ME ,2,Full,CampsitePermit,Single Tent
Laurie,VT ,2,Senior,CampsitePermit,Less than 20ft
Mira River,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Laurie,NS ,2,Full,CampsitePermit,Less than 20ft
Laurie,NS ,3,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,6,Full,CampsitePermit,Less than 40ft
Rissers Beach,NB ,4,Full,CampsitePermit,Tents
Thomas Raddall,GA ,3,Full,CampsitePermit,Single Tent
Blomidon,NS ,4,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,QC ,2,Full,CampsitePermit,Single Tent
Porters Lake,QC ,2,Full,CampsitePermit,Less than 20ft
Laurie,NS ,6,Full,CampsitePermit,Tents
Blomidon,NS ,4,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
